value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
pancetta,202,202,0.0042114,1.0,pancetta | pancetta | pancetta | pancetta | pancetta
tamari soy sauce,202,202,0.0042114,1.0,tamari soy sauce | tamari soy sauce | tamari soy sauce | tamari soy sauce | tamari soy sauce
pork shoulder,202,202,0.0042114,1.0,pork shoulder | pork shoulder | pork shoulder | pork shoulder | pork shoulder
chili oil,200,200,0.00416971,1.0,chili oil | chili oil | chili oil | chili oil | chili oil
parsley leaves,199,199,0.00414886,1.0,parsley leaves | parsley leaves | parsley leaves | parsley leaves | parsley leaves
cranberries,198,198,0.00412801,1.0,cranberries | cranberries | cranberries | cranberries | cranberries
herbs,196,196,0.00408631,1.0,herbs | herbs | herbs | herbs | herbs
cream of tartar,195,195,0.00406546,1.0,cream of tartar | cream of tartar | cream of tartar | cream of tartar | cream of tartar
sweet paprika,195,195,0.00406546,1.0,sweet paprika | sweet paprika | sweet paprika | sweet paprika | sweet paprika
serrano chile,193,193,0.00402377,1.0,serrano chile | serrano chile | serrano chile | serrano chile | serrano chile
raspberry,192,192,0.00400292,1.0,raspberry | raspberry | raspberry | raspberry | raspberry
ground allspice,191,191,0.00398207,1.0,ground allspice | ground allspice | ground allspice | ground allspice | ground allspice
green peas,191,191,0.00398207,1.0,green peas | green peas | green peas | green peas | green peas
ham,189,189,0.00394037,1.0,ham | ham | ham | ham | ham
panko,189,189,0.00394037,1.0,panko | panko | panko | panko | panko
unsweetened cocoa powder,188,188,0.00391952,1.0,unsweetened cocoa powder | unsweetened cocoa powder | unsweetened cocoa powder | unsweetened cocoa powder | unsweetened cocoa powder
bread flour,188,188,0.00391952,1.0,bread flour | bread flour | bread flour | bread flour | bread flour
cannellini beans,188,188,0.00391952,1.0,cannellini beans | cannellini beans | cannellini beans | cannellini beans | cannellini beans
almond extract,188,188,0.00391952,1.0,almond extract | almond extract | almond extract | almond extract | almond extract
corn flour,187,187,0.00389868,1.0,corn flour | corn flour | corn flour | corn flour | corn flour
garlic chili sauce,187,187,0.00389868,1.0,garlic chili sauce | garlic chili sauce | garlic chili sauce | garlic chili sauce | garlic chili sauce
green cabbage,187,187,0.00389868,1.0,green cabbage | green cabbage | green cabbage | green cabbage | green cabbage
lemon rind,187,187,0.00389868,1.0,lemon rind | lemon rind | lemon rind | lemon rind | lemon rind
hot pepper sauce,184,184,0.00383613,1.0,hot pepper sauce | hot pepper sauce | hot pepper sauce | hot pepper sauce | hot pepper sauce
cardamom pods,184,184,0.00383613,1.0,cardamom pods | cardamom pods | cardamom pods | cardamom pods | cardamom pods
artichoke hearts,184,184,0.00383613,1.0,artichoke hearts | artichoke hearts | artichoke hearts | artichoke hearts | artichoke hearts
bamboo shoots,183,183,0.00381528,1.0,bamboo shoots | bamboo shoots | bamboo shoots | bamboo shoots | bamboo shoots
cardamom,182,182,0.00379443,1.0,cardamom | cardamom | cardamom | cardamom | cardamom
poblano peppers,181,181,0.00377358,1.0,poblano peppers | poblano peppers | poblano peppers | poblano peppers | poblano peppers
sun tomatoes,180,180,0.00375274,1.0,sun tomatoes | sun tomatoes | sun tomatoes | sun tomatoes | sun tomatoes
red potatoes,179,179,0.00373189,1.0,red potatoes | red potatoes | red potatoes | red potatoes | red potatoes
unsweetened coconut milk,179,179,0.00373189,1.0,unsweetened coconut milk | unsweetened coconut milk | unsweetened coconut milk | unsweetened coconut milk | unsweetened coconut milk
tofu,179,179,0.00373189,1.0,tofu | tofu | tofu | tofu | tofu
egg white,178,178,0.00371104,1.0,egg white | egg white | egg white | egg white | egg white
dry mustard,176,176,0.00366934,1.0,dry mustard | dry mustard | dry mustard | dry mustard | dry mustard
seasoning,175,175,0.00364849,1.0,seasoning | seasoning | seasoning | seasoning | seasoning
white bread,174,174,0.00362765,1.0,white bread | white bread | white bread | white bread | white bread
cornmeal,174,174,0.00362765,1.0,cornmeal | cornmeal | cornmeal | cornmeal | cornmeal
ice water,174,174,0.00362765,1.0,ice water | ice water | ice water | ice water | ice water
whole tomatoes,173,173,0.0036068,1.0,whole tomatoes | whole tomatoes | whole tomatoes | whole tomatoes | whole tomatoes
chili pepper,173,173,0.0036068,1.0,chili pepper | chili pepper | chili pepper | chili pepper | chili pepper
szechwan peppercorns,171,171,0.0035651,1.0,szechwan peppercorns | szechwan peppercorns | szechwan peppercorns | szechwan peppercorns | szechwan peppercorns
chiles,170,170,0.00354425,1.0,chiles | chiles | chiles | chiles | chiles
peaches,170,170,0.00354425,1.0,peaches | peaches | peaches | peaches | peaches
cremini mushrooms,170,170,0.00354425,1.0,cremini mushrooms | cremini mushrooms | cremini mushrooms | cremini mushrooms | cremini mushrooms
kidney beans,169,169,0.0035234,1.0,kidney beans | kidney beans | kidney beans | kidney beans | kidney beans
juice,169,169,0.0035234,1.0,juice | juice | juice | juice | juice
monterey jack,169,169,0.0035234,1.0,monterey jack | monterey jack | monterey jack | monterey jack | monterey jack
butter or margarine,168,168,0.00350255,1.0,butter or margarine | butter or margarine | butter or margarine | butter or margarine | butter or margarine
red lentils,168,168,0.00350255,1.0,red lentils | red lentils | red lentils | red lentils | red lentils
curry paste,167,167,0.00348171,1.0,curry paste | curry paste | curry paste | curry paste | curry paste
green olives,167,167,0.00348171,1.0,green olives | green olives | green olives | green olives | green olives
chorizo sausage,166,166,0.00346086,1.0,chorizo sausage | chorizo sausage | chorizo sausage | chorizo sausage | chorizo sausage
caster sugar,165,165,0.00344001,1.0,caster sugar | caster sugar | caster sugar | caster sugar | caster sugar
molasses,164,164,0.00341916,1.0,molasses | molasses | molasses | molasses | molasses
wonton wrappers,164,164,0.00341916,1.0,wonton wrappers | wonton wrappers | wonton wrappers | wonton wrappers | wonton wrappers
chile pepper,164,164,0.00341916,1.0,chile pepper | chile pepper | chile pepper | chile pepper | chile pepper
slivered almonds,163,163,0.00339831,1.0,slivered almonds | slivered almonds | slivered almonds | slivered almonds | slivered almonds
horseradish,163,163,0.00339831,1.0,horseradish | horseradish | horseradish | horseradish | horseradish
i,162,162,0.00337746,1.0,i | i | i | i | i
lettuce leaves,162,162,0.00337746,1.0,lettuce leaves | lettuce leaves | lettuce leaves | lettuce leaves | lettuce leaves
agave nectar,161,161,0.00335661,1.0,agave nectar | agave nectar | agave nectar | agave nectar | agave nectar
pine nuts,161,161,0.00335661,1.0,pine nuts | pine nuts | pine nuts | pine nuts | pine nuts
chicken wings,161,161,0.00335661,1.0,chicken wings | chicken wings | chicken wings | chicken wings | chicken wings
light mayonnaise,160,160,0.00333577,1.0,light mayonnaise | light mayonnaise | light mayonnaise | light mayonnaise | light mayonnaise
golden raisins,160,160,0.00333577,1.0,golden raisins | golden raisins | golden raisins | golden raisins | golden raisins
dark sesame oil,159,159,0.00331492,1.0,dark sesame oil | dark sesame oil | dark sesame oil | dark sesame oil | dark sesame oil
cotija,158,158,0.00329407,1.0,cotija | cotija | cotija | cotija | cotija
bacon slices,158,158,0.00329407,1.0,bacon slices | bacon slices | bacon slices | bacon slices | bacon slices
fat free milk,156,156,0.00325237,1.0,fat free milk | fat free milk | fat free milk | fat free milk | fat free milk
baby bok choy,155,155,0.00323152,1.0,baby bok choy | baby bok choy | baby bok choy | baby bok choy | baby bok choy
prosciutto,154,154,0.00321067,1.0,prosciutto | prosciutto | prosciutto | prosciutto | prosciutto
fennel bulb,153,153,0.00318983,1.0,fennel bulb | fennel bulb | fennel bulb | fennel bulb | fennel bulb
avocados,153,153,0.00318983,1.0,avocados | avocados | avocados | avocados | avocados
creme fraiche,152,152,0.00316898,1.0,creme fraiche | creme fraiche | creme fraiche | creme fraiche | creme fraiche
sugar pea,151,151,0.00314813,1.0,sugar pea | sugar pea | sugar pea | sugar pea | sugar pea
button mushrooms,149,149,0.00310643,1.0,button mushrooms | button mushrooms | button mushrooms | button mushrooms | button mushrooms
almond flour,148,148,0.00308558,1.0,almond flour | almond flour | almond flour | almond flour | almond flour
orange bell pepper,148,148,0.00308558,1.0,orange bell pepper | orange bell pepper | orange bell pepper | orange bell pepper | orange bell pepper
cocoa powder,148,148,0.00308558,1.0,cocoa powder | cocoa powder | cocoa powder | cocoa powder | cocoa powder
sage leaves,147,147,0.00306473,1.0,sage leaves | sage leaves | sage leaves | sage leaves | sage leaves
lemon peel,146,146,0.00304389,1.0,lemon peel | lemon peel | lemon peel | lemon peel | lemon peel
bittersweet chocolate,145,145,0.00302304,1.0,bittersweet chocolate | bittersweet chocolate | bittersweet chocolate | bittersweet chocolate | bittersweet chocolate
pasta sauce,145,145,0.00302304,1.0,pasta sauce | pasta sauce | pasta sauce | pasta sauce | pasta sauce
green chile,144,144,0.00300219,1.0,green chile | green chile | green chile | green chile | green chile
black mustard seeds,144,144,0.00300219,1.0,black mustard seeds | black mustard seeds | black mustard seeds | black mustard seeds | black mustard seeds
seeds,143,143,0.00298134,1.0,seeds | seeds | seeds | seeds | seeds
white miso,142,142,0.00296049,1.0,white miso | white miso | white miso | white miso | white miso
watercress,142,142,0.00296049,1.0,watercress | watercress | watercress | watercress | watercress
salsa verde,141,141,0.00293964,1.0,salsa verde | salsa verde | salsa verde | salsa verde | salsa verde
coconut sugar,141,141,0.00293964,1.0,coconut sugar | coconut sugar | coconut sugar | coconut sugar | coconut sugar
yellow cornmeal,141,141,0.00293964,1.0,yellow cornmeal | yellow cornmeal | yellow cornmeal | yellow cornmeal | yellow cornmeal
prawns,141,141,0.00293964,1.0,prawns | prawns | prawns | prawns | prawns
tamarind paste,141,141,0.00293964,1.0,tamarind paste | tamarind paste | tamarind paste | tamarind paste | tamarind paste
paneer,140,140,0.00291879,1.0,paneer | paneer | paneer | paneer | paneer
soba noodles,140,140,0.00291879,1.0,soba noodles | soba noodles | soba noodles | soba noodles | soba noodles
oregano leaves,140,140,0.00291879,1.0,oregano leaves | oregano leaves | oregano leaves | oregano leaves | oregano leaves
spices,140,140,0.00291879,1.0,spices | spices | spices | spices | spices
chipotles in adobo,140,140,0.00291879,1.0,chipotles in adobo | chipotles in adobo | chipotles in adobo | chipotles in adobo | chipotles in adobo
brussels sprouts,139,139,0.00289795,1.0,brussels sprouts | brussels sprouts | brussels sprouts | brussels sprouts | brussels sprouts
galangal,139,139,0.00289795,1.0,galangal | galangal | galangal | galangal | galangal
asafoetida,139,139,0.00289795,1.0,asafoetida | asafoetida | asafoetida | asafoetida | asafoetida
ground lamb,139,139,0.00289795,1.0,ground lamb | ground lamb | ground lamb | ground lamb | ground lamb
celery stalks,138,138,0.0028771,1.0,celery stalks | celery stalks | celery stalks | celery stalks | celery stalks
red potato,138,138,0.0028771,1.0,red potato | red potato | red potato | red potato | red potato
garbanzo beans,138,138,0.0028771,1.0,garbanzo beans | garbanzo beans | garbanzo beans | garbanzo beans | garbanzo beans
meat,138,138,0.0028771,1.0,meat | meat | meat | meat | meat
yellow squash,138,138,0.0028771,1.0,yellow squash | yellow squash | yellow squash | yellow squash | yellow squash
baby spinach leaves,137,137,0.00285625,1.0,baby spinach leaves | baby spinach leaves | baby spinach leaves | baby spinach leaves | baby spinach leaves
whole kernel corn,137,137,0.00285625,1.0,whole kernel corn | whole kernel corn | whole kernel corn | whole kernel corn | whole kernel corn
marjoram,136,136,0.0028354,1.0,marjoram | marjoram | marjoram | marjoram | marjoram
pure maple syrup,136,136,0.0028354,1.0,pure maple syrup | pure maple syrup | pure maple syrup | pure maple syrup | pure maple syrup
green chiles,135,135,0.00281455,1.0,green chiles | green chiles | green chiles | green chiles | green chiles
mexican oregano,135,135,0.00281455,1.0,mexican oregano | mexican oregano | mexican oregano | mexican oregano | mexican oregano
peppercorns,135,135,0.00281455,1.0,peppercorns | peppercorns | peppercorns | peppercorns | peppercorns
sweet corn,134,134,0.0027937,1.0,sweet corn | sweet corn | sweet corn | sweet corn | sweet corn
nori,134,134,0.0027937,1.0,nori | nori | nori | nori | nori
cilantro sprigs,133,133,0.00277286,1.0,cilantro sprigs | cilantro sprigs | cilantro sprigs | cilantro sprigs | cilantro sprigs
ice,133,133,0.00277286,1.0,ice | ice | ice | ice | ice
vanilla beans,133,133,0.00277286,1.0,vanilla beans | vanilla beans | vanilla beans | vanilla beans | vanilla beans
whipped cream,133,133,0.00277286,1.0,whipped cream | whipped cream | whipped cream | whipped cream | whipped cream
rotisserie chicken,132,132,0.00275201,1.0,rotisserie chicken | rotisserie chicken | rotisserie chicken | rotisserie chicken | rotisserie chicken
dressing,132,132,0.00275201,1.0,dressing | dressing | dressing | dressing | dressing
ground black pepper,131,131,0.00273116,1.0,ground black pepper | ground black pepper | ground black pepper | ground black pepper | ground black pepper
unbleached all purpose flour,130,130,0.00271031,1.0,unbleached all purpose flour | unbleached all purpose flour | unbleached all purpose flour | unbleached all purpose flour | unbleached all purpose flour
sunflower oil,130,130,0.00271031,1.0,sunflower oil | sunflower oil | sunflower oil | sunflower oil | sunflower oil
pork belly,130,130,0.00271031,1.0,pork belly | pork belly | pork belly | pork belly | pork belly
salmon,129,129,0.00268946,1.0,salmon | salmon | salmon | salmon | salmon
hamburger buns,128,128,0.00266861,1.0,hamburger buns | hamburger buns | hamburger buns | hamburger buns | hamburger buns
whole cloves,127,127,0.00264776,1.0,whole cloves | whole cloves | whole cloves | whole cloves | whole cloves
granny smith apples,127,127,0.00264776,1.0,granny smith apples | granny smith apples | granny smith apples | granny smith apples | granny smith apples
grapeseed oil,127,127,0.00264776,1.0,grapeseed oil | grapeseed oil | grapeseed oil | grapeseed oil | grapeseed oil
serrano peppers,127,127,0.00264776,1.0,serrano peppers | serrano peppers | serrano peppers | serrano peppers | serrano peppers
marinade,127,127,0.00264776,1.0,marinade | marinade | marinade | marinade | marinade
bok choy,127,127,0.00264776,1.0,bok choy | bok choy | bok choy | bok choy | bok choy
fire roasted tomatoes,126,126,0.00262692,1.0,fire roasted tomatoes | fire roasted tomatoes | fire roasted tomatoes | fire roasted tomatoes | fire roasted tomatoes
cauliflower florets,126,126,0.00262692,1.0,cauliflower florets | cauliflower florets | cauliflower florets | cauliflower florets | cauliflower florets
tahini,126,126,0.00262692,1.0,tahini | tahini | tahini | tahini | tahini
bird chile,125,125,0.00260607,1.0,bird chile | bird chile | bird chile | bird chile | bird chile
almond milk,125,125,0.00260607,1.0,almond milk | almond milk | almond milk | almond milk | almond milk
breadcrumbs,125,125,0.00260607,1.0,breadcrumbs | breadcrumbs | breadcrumbs | breadcrumbs | breadcrumbs
cake flour,125,125,0.00260607,1.0,cake flour | cake flour | cake flour | cake flour | cake flour
ricotta,125,125,0.00260607,1.0,ricotta | ricotta | ricotta | ricotta | ricotta
pumpkin,124,124,0.00258522,1.0,pumpkin | pumpkin | pumpkin | pumpkin | pumpkin
stick butter,123,123,0.00256437,1.0,stick butter | stick butter | stick butter | stick butter | stick butter
pinenuts,123,123,0.00256437,1.0,pinenuts | pinenuts | pinenuts | pinenuts | pinenuts
